coin,totalCurrentValue
spx6900,598.6192085409801
iiii-lovvv-youuuu,472.1938039754887
vectorchat-ai,383.92510561321797
aura-on-sol,367.084335530498
minimini,313.7525175991059
billy,295.1068234758833
dither,292.4886116647079
picasso,288.05021543643375
only1,283.77607636956975
mother-iggy,283.0154677013717
zero1-labs,279.8421151667322
selfiedogcoin,268.5372632341637
ait-protocol,247.06629799937977
bittensor,244.43902225312775
synesis-one,231.78082856604246
autonolas,228.03734217688486
graphlinq-protocol,226.62338350771623
michicoin,222.8335711673736
monkeyhaircut,216.23372268990715
sui,215.73770803030635
popcat,215.5922282574204
smoking-chicken-fish,209.74799655105392
wrapped-quil,195.38011358110307
kamino,194.96550976052083
retardio,194.32505799763908
saga-2,191.12750452376304
cow-protocol,190.6911742514374
virtual-protocol,189.83323088655726
metaplex,189.00969797746615
aerodrome-finance,188.50973275477583
zeus-network,186.793189780582
mog-coin,186.61349554661462
mumu-the-bull-3,185.97397936914717
ora-protocol,184.7651958580135
echelon-prime,184.54386046807784
chex-token,182.99725680753517
non-playable-coin,182.593089121977
fantom,180.44992013577183
spectral,179.21596643363506
wojak,178.9775183482721
gigachad-2,178.68606207746674
crown-by-third-time-games,173.71208829276145
lock-in,173.48945826773456
illuminex,172.8213708823459
drift-protocol,172.53927909546718
sei-network,170.79860131974226
celestia,170.26922088684407
ethena,167.3814331529034
dymension,164.8172324658623
apu-s-club,157.0080181308878
blur,155.49474092434758
dubbz,153.9589784772229
near,153.66893606271177
dream-machine-token,153.21379856416442
liquity,152.42740907124409
cat-in-a-dogs-world,151.91852591560374
base-god,149.09604936196348
io,147.83350038150394
blockstack,146.72907373665709
aptos,145.4402282983446
thorchain,143.9496291357683
pyth-network,141.01055188865024
zignaly,140.13487429509053
layerzero,139.95548383783455
velodrome-finance,139.52989146394356
caprisun-monkey,139.25099120104557
maple,138.73943545792588
conflux-token,138.43464030540716
astar,138.3455330888562
harrypotterobamasonic10in,138.0295070216573
dogwifcoin,137.72679956188747
injective-protocol,137.29340536171088
automata,137.17765183208328
celo,137.13518748288615
render-token,136.7891210298306
aave,136.31324992519072
mina-protocol,135.86213951605922
akash-network,135.7614400325704
mantra-dao,134.30351709083814
endurance,134.09681315556787
jupiter-exchange-solana,134.04142354803193
pixels,133.87455102265312
theta-fuel,132.97305037282203
pepe,132.501249884732
elastic-finance-token,131.59446395325955
optimism,131.06643787324597
theta-token,130.35810558831687
fwog,129.78447143579064
alchemy-pay,129.30787763947913
chainlink,128.70249307343656
kusama,128.46958193434577
eden,127.94372188906932
arbitrum,127.865497764209
clearpool,127.29864389374987
cartesi,126.90996232439241
jito-governance-token,126.38096507961532
peapods-finance,125.96090259410519
cardano,125.62179837214366
solana,123.95192454194925
instadapp,123.73189725120596
the-open-network,123.1355066169598
dogecoin,121.37952292054901
filecoin,120.9128133733156
flow,120.72437753188734
ethereum,120.62277065808657
nosana,120.56999926604573
bitcoin,120.30966586426567
raydium,117.54950256473357
kerosene,117.33457581825849
paraswap,117.16763924916147
kaspa,116.70572943181025
uniswap,116.14686030298863
ripple,115.9364561418661
wazirx,114.76602088894523
stellar,111.71727651956566
thena,111.36821811690506
woman-yelling-at-cat,111.10221242535721
alephium,110.58246408373594
self-chain,109.31897674798932
pocket-network,105.79837505654302
natix-network,104.42837219201158
banana-gun,103.91460339035733
rollbit-coin,103.12930688677521
tron,102.56852474516559
empyreal,101.96355316984547
stader,101.2437734695438
vertex-protocol,99.35878508913181
helium,96.5918312525443
meta-2,87.02023060910292
carbify,84.83757697323487
kujira,83.40117718554416
