coin,periodStart,periodEnd,lowestPrice,lowestPriceDate
billy,2024-08-04T00:00:00.000Z,2024-08-06T00:00:00.000Z,0.03914751663339231,2024-08-05T12:30:19.376Z
billy,2024-09-06T00:00:00.000Z,2024-09-08T00:00:00.000Z,0.015556159912746382,2024-09-06T21:28:56.663Z
wrapped-quil,2024-08-04T00:00:00.000Z,2024-08-06T00:00:00.000Z,0.1643709949793726,2024-08-05T01:32:12.867Z
wrapped-quil,2024-09-06T00:00:00.000Z,2024-09-08T00:00:00.000Z,0.19314523135169698,2024-09-06T21:23:58.571Z
thorchain,2024-08-04T00:00:00.000Z,2024-08-06T00:00:00.000Z,2.6340362638322676,2024-08-05T13:02:33.644Z
thorchain,2024-09-06T00:00:00.000Z,2024-09-08T00:00:00.000Z,3.3848389221704607,2024-09-06T21:24:44.880Z
echelon-prime,2024-08-04T00:00:00.000Z,2024-08-06T00:00:00.000Z,4.792587482951519,2024-08-05T06:39:42.912Z
echelon-prime,2024-09-06T00:00:00.000Z,2024-09-08T00:00:00.000Z,5.976610054623908,2024-09-06T21:03:52.659Z
cow-protocol,2024-08-04T00:00:00.000Z,2024-08-06T00:00:00.000Z,0.15633079481362777,2024-08-05T06:35:44.656Z
cow-protocol,2024-09-06T00:00:00.000Z,2024-09-08T00:00:00.000Z,0.17112051880772142,2024-09-06T21:36:44.024Z
